32 0.00085819999999999994
32 0.00085819999999999994
33 0.00084960000000000005
33 0.00084960000000000005
64 0.0012788999999999999
64 0.0012788999999999999
65 0.0012930000000000001
65 0.0012930000000000001
128 0.0039772000000000002
128 0.0039772000000000002
129 0.0041614999999999994
129 0.0041614999999999994
256 0.017113399999999997
256 0.017113399999999997
257 0.017255900000000001
257 0.017255900000000001
512 0.1219046
512 0.1219046
1000 1.0456164000000001
1000 1.0456164000000001
2000 8.0914760999999995
2000 8.0914760999999995
