32 0.00044839999999999995
32 0.00044839999999999995
33 0.00044759999999999993
33 0.00044759999999999993
64 0.00085419999999999995
64 0.00085419999999999995
65 0.00087159999999999994
65 0.00087159999999999994
128 0.0034930999999999999
128 0.0034930999999999999
129 0.0036050000000000006
129 0.0036050000000000006
256 0.0158733
256 0.0158733
257 0.016015599999999998
257 0.016015599999999998
512 0.11389249999999999
512 0.11389249999999999
1000 0.88271599999999995
1000 0.88271599999999995
2000 7.1271900000000006
2000 7.1271900000000006
